order_id,date,time,name,category,size,price_unit,quantity,total_price
5939,2015-04-10,16:51:10,The Spinach and Feta Pizza,Veggie,M,16,1,16
5939,2015-04-10,16:51:10,The Thai Chicken Pizza,Chicken,L,20,1,20
5940,2015-04-10,16:59:45,The Italian Capocollo Pizza,Classic,L,20,1,20
5941,2015-04-10,17:31:21,The Four Cheese Pizza,Veggie,L,17,1,17
5941,2015-04-10,17:31:21,The Pepper Salami Pizza,Supreme,L,20,1,20
5941,2015-04-10,17:31:21,The Spinach and Feta Pizza,Veggie,S,12,1,12
5941,2015-04-10,17:31:21,The Thai Chicken Pizza,Chicken,L,20,1,20
5942,2015-04-10,17:32:27,The Pepper Salami Pizza,Supreme,L,20,1,20
5942,2015-04-10,17:32:27,The Thai Chicken Pizza,Chicken,M,16,1,16
5943,2015-04-10,17:38:18,The Spicy Italian Pizza,Supreme,L,20,1,20
5944,2015-04-10,17:39:50,The Hawaiian Pizza,Classic,S,10,1,10
5944,2015-04-10,17:39:50,The Italian Vegetables Pizza,Veggie,L,21,1,21
5945,2015-04-10,17:40:18,The Chicken Pesto Pizza,Chicken,S,12,1,12
5945,2015-04-10,17:40:18,The Hawaiian Pizza,Classic,M,13,1,13
5945,2015-04-10,17:40:18,The Mediterranean Pizza,Veggie,S,12,1,12
5945,2015-04-10,17:40:18,The Spinach and Feta Pizza,Veggie,S,12,1,12
5946,2015-04-10,17:40:25,The Hawaiian Pizza,Classic,S,10,1,10
5946,2015-04-10,17:40:25,The Sicilian Pizza,Supreme,L,20,1,20
5947,2015-04-10,17:43:16,The Italian Supreme Pizza,Supreme,M,16,1,16
5947,2015-04-10,17:43:16,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,L,17,1,17
5947,2015-04-10,17:43:16,The Southwest Chicken Pizza,Chicken,L,20,1,20
5948,2015-04-10,17:47:43,The Mexicana Pizza,Veggie,L,20,1,20
5949,2015-04-10,17:56:11,The Classic Deluxe Pizza,Classic,M,16,1,16
5949,2015-04-10,17:56:11,The Hawaiian Pizza,Classic,S,10,1,10
5949,2015-04-10,17:56:11,The Italian Supreme Pizza,Supreme,L,20,1,20
5949,2015-04-10,17:56:11,The Mediterranean Pizza,Veggie,M,16,1,16
5950,2015-04-10,18:31:17,The Four Cheese Pizza,Veggie,M,14,1,14
5950,2015-04-10,18:31:17,The Mexicana Pizza,Veggie,M,16,1,16
5950,2015-04-10,18:31:17,The Sicilian Pizza,Supreme,M,16,1,16
5950,2015-04-10,18:31:17,The Soppressata Pizza,Supreme,L,20,1,20
5951,2015-04-10,18:35:27,The California Chicken Pizza,Chicken,M,16,1,16
5951,2015-04-10,18:35:27,The Five Cheese Pizza,Veggie,L,18,1,18
5952,2015-04-10,18:41:00,The California Chicken Pizza,Chicken,L,20,1,20
5952,2015-04-10,18:41:00,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,11,1,11
5952,2015-04-10,18:41:00,The Southwest Chicken Pizza,Chicken,L,20,1,20
5952,2015-04-10,18:41:00,The Spinach and Feta Pizza,Veggie,L,20,1,20
5953,2015-04-10,18:41:10,The Spinach Supreme Pizza,Supreme,M,16,1,16
5953,2015-04-10,18:41:10,The Thai Chicken Pizza,Chicken,L,20,1,20
5953,2015-04-10,18:41:10,The Vegetables + Vegetables Pizza,Veggie,S,12,1,12
5954,2015-04-10,18:51:44,The Classic Deluxe Pizza,Classic,M,16,1,16
5954,2015-04-10,18:51:44,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,M,14,1,14
5955,2015-04-10,18:56:04,The Four Cheese Pizza,Veggie,L,17,1,17
5955,2015-04-10,18:56:04,The Pepper Salami Pizza,Supreme,L,20,1,20
5955,2015-04-10,18:56:04,The Spicy Italian Pizza,Supreme,L,20,1,20
5956,2015-04-10,20:02:50,The Four Cheese Pizza,Veggie,L,17,1,17
5956,2015-04-10,20:02:50,The Italian Supreme Pizza,Supreme,M,16,1,16
5956,2015-04-10,20:02:50,The Mexicana Pizza,Veggie,L,20,1,20
5956,2015-04-10,20:02:50,The Prosciutto and Arugula Pizza,Supreme,S,12,1,12
5957,2015-04-10,20:04:44,The Classic Deluxe Pizza,Classic,S,12,1,12
5957,2015-04-10,20:04:44,The Four Cheese Pizza,Veggie,L,17,1,17
5957,2015-04-10,20:04:44,The Soppressata Pizza,Supreme,S,12,1,12
5957,2015-04-10,20:04:44,The Thai Chicken Pizza,Chicken,M,16,1,16
5958,2015-04-10,20:32:49,The Italian Vegetables Pizza,Veggie,S,12,1,12
5959,2015-04-10,20:42:32,The Pepper Salami Pizza,Supreme,L,20,1,20
5960,2015-04-10,20:44:30,The Four Cheese Pizza,Veggie,L,17,1,17
5960,2015-04-10,20:44:30,The Hawaiian Pizza,Classic,S,10,1,10
5960,2015-04-10,20:44:30,The Italian Vegetables Pizza,Veggie,M,16,1,16
5960,2015-04-10,20:44:30,The Greek Pizza,Classic,XL,25,1,25
5961,2015-04-10,20:44:46,The Barbecue Chicken Pizza,Chicken,S,12,1,12
5961,2015-04-10,20:44:46,The Greek Pizza,Classic,L,20,1,20
5962,2015-04-10,20:46:24,The Pepperoni Pizza,Classic,M,12,1,12
5963,2015-04-10,20:48:13,The Hawaiian Pizza,Classic,L,16,1,16
5963,2015-04-10,20:48:13,The Italian Capocollo Pizza,Classic,M,16,1,16
5963,2015-04-10,20:48:13,The Napolitana Pizza,Classic,S,12,1,12
5963,2015-04-10,20:48:13,The Pepper Salami Pizza,Supreme,L,20,1,20
5964,2015-04-10,20:54:55,The Chicken Alfredo Pizza,Chicken,M,16,1,16
5964,2015-04-10,20:54:55,The Mexicana Pizza,Veggie,M,16,1,16
5964,2015-04-10,20:54:55,The Spicy Italian Pizza,Supreme,L,20,1,20
5964,2015-04-10,20:54:55,The Spinach Supreme Pizza,Supreme,L,20,1,20
5965,2015-04-10,20:55:03,The Mediterranean Pizza,Veggie,L,20,1,20
5966,2015-04-10,21:27:13,The Mediterranean Pizza,Veggie,L,20,1,20
5966,2015-04-10,21:27:13,The Pepperoni Pizza,Classic,M,12,1,12
5966,2015-04-10,21:27:13,The Prosciutto and Arugula Pizza,Supreme,L,20,1,20
5967,2015-04-10,21:44:55,The California Chicken Pizza,Chicken,M,16,1,16
5967,2015-04-10,21:44:55,The Italian Capocollo Pizza,Classic,L,20,1,20
5967,2015-04-10,21:44:55,The Spicy Italian Pizza,Supreme,S,12,1,12
5967,2015-04-10,21:44:55,The Thai Chicken Pizza,Chicken,M,16,1,16
5968,2015-04-10,22:13:32,The Green Garden Pizza,Veggie,M,16,1,16
5968,2015-04-10,22:13:32,The Italian Supreme Pizza,Supreme,L,20,1,20
5968,2015-04-10,22:13:32,The Sicilian Pizza,Supreme,S,12,1,12
5968,2015-04-10,22:13:32,The Soppressata Pizza,Supreme,L,20,1,20
5969,2015-04-10,22:27:42,The Classic Deluxe Pizza,Classic,M,16,1,16
5969,2015-04-10,22:27:42,The Pepper Salami Pizza,Supreme,M,16,1,16
5969,2015-04-10,22:27:42,The Spicy Italian Pizza,Supreme,L,20,1,20
5970,2015-04-10,22:45:45,The Prosciutto and Arugula Pizza,Supreme,M,16,1,16
5970,2015-04-10,22:45:45,The Spinach Pesto Pizza,Veggie,M,16,1,16
5971,2015-04-10,23:04:43,The Four Cheese Pizza,Veggie,M,14,1,14
5971,2015-04-10,23:04:43,The Soppressata Pizza,Supreme,M,16,1,16
5971,2015-04-10,23:04:43,The Spicy Italian Pizza,Supreme,S,12,1,12
5972,2015-04-11,11:58:01,The Sicilian Pizza,Supreme,M,16,1,16
5973,2015-04-11,12:12:14,The Mexicana Pizza,Veggie,L,20,1,20
5973,2015-04-11,12:12:14,The Spinach and Feta Pizza,Veggie,M,16,1,16
5974,2015-04-11,12:19:49,The Big Meat Pizza,Classic,S,12,1,12
5974,2015-04-11,12:19:49,The California Chicken Pizza,Chicken,L,20,1,20
5974,2015-04-11,12:19:49,The Chicken Alfredo Pizza,Chicken,L,20,1,20
5974,2015-04-11,12:19:49,The Classic Deluxe Pizza,Classic,M,16,1,16
5974,2015-04-11,12:19:49,The Four Cheese Pizza,Veggie,M,14,1,14
5974,2015-04-11,12:19:49,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,L,17,1,17
5974,2015-04-11,12:19:49,The Pepper Salami Pizza,Supreme,L,20,1,20
5974,2015-04-11,12:19:49,The Sicilian Pizza,Supreme,S,12,1,12
5974,2015-04-11,12:19:49,The Southwest Chicken Pizza,Chicken,L,20,1,20
5974,2015-04-11,12:19:49,The Thai Chicken Pizza,Chicken,L,20,1,20
5974,2015-04-11,12:19:49,The Vegetables + Vegetables Pizza,Veggie,L,20,1,20
5975,2015-04-11,13:07:51,The Calabrese Pizza,Supreme,M,16,1,16
5975,2015-04-11,13:07:51,The Hawaiian Pizza,Classic,M,13,1,13
5975,2015-04-11,13:07:51,The Sicilian Pizza,Supreme,M,16,1,16
5975,2015-04-11,13:07:51,The Spinach and Feta Pizza,Veggie,M,16,1,16
5976,2015-04-11,13:08:43,The Brie Carre Pizza,Supreme,S,23,1,23
5977,2015-04-11,13:13:40,The Soppressata Pizza,Supreme,L,20,1,20
5978,2015-04-11,13:33:39,The Calabrese Pizza,Supreme,M,16,1,16
5979,2015-04-11,13:35:53,The Five Cheese Pizza,Veggie,L,18,1,18
5980,2015-04-11,13:41:05,The Barbecue Chicken Pizza,Chicken,L,20,1,20
5981,2015-04-11,14:10:29,The Mediterranean Pizza,Veggie,S,12,1,12
5981,2015-04-11,14:10:29,The Sicilian Pizza,Supreme,M,16,1,16
5982,2015-04-11,14:23:12,The Calabrese Pizza,Supreme,L,20,1,20
5983,2015-04-11,14:29:47,The Five Cheese Pizza,Veggie,L,18,1,18
5983,2015-04-11,14:29:47,The Hawaiian Pizza,Classic,M,13,1,13
5984,2015-04-11,14:35:52,The Chicken Pesto Pizza,Chicken,S,12,1,12
5984,2015-04-11,14:35:52,The Spinach Pesto Pizza,Veggie,M,16,1,16
5985,2015-04-11,15:01:55,The Greek Pizza,Classic,XL,25,1,25
5986,2015-04-11,15:07:21,The Green Garden Pizza,Veggie,S,12,1,12
5986,2015-04-11,15:07:21,The Italian Vegetables Pizza,Veggie,M,16,1,16
5986,2015-04-11,15:07:21,The Pepper Salami Pizza,Supreme,L,20,1,20
5986,2015-04-11,15:07:21,The Spinach Supreme Pizza,Supreme,L,20,1,20
5987,2015-04-11,15:20:02,The Spinach Pesto Pizza,Veggie,L,20,1,20
5988,2015-04-11,15:38:07,The Hawaiian Pizza,Classic,M,13,1,13
5989,2015-04-11,15:47:31,The Mexicana Pizza,Veggie,M,16,1,16
5990,2015-04-11,15:55:33,The Classic Deluxe Pizza,Classic,S,12,1,12
5991,2015-04-11,15:55:54,The Spicy Italian Pizza,Supreme,S,12,1,12
5991,2015-04-11,15:55:54,The Greek Pizza,Classic,S,12,1,12
5992,2015-04-11,15:56:32,The Classic Deluxe Pizza,Classic,M,16,1,16
5992,2015-04-11,15:56:32,The Classic Deluxe Pizza,Classic,S,12,1,12
5992,2015-04-11,15:56:32,The Mexicana Pizza,Veggie,L,20,1,20
5993,2015-04-11,16:11:14,The Five Cheese Pizza,Veggie,L,18,1,18
5993,2015-04-11,16:11:14,The Hawaiian Pizza,Classic,S,10,1,10
5994,2015-04-11,16:12:05,The Barbecue Chicken Pizza,Chicken,L,20,1,20
5994,2015-04-11,16:12:05,The Mexicana Pizza,Veggie,L,20,1,20
5994,2015-04-11,16:12:05,The Pepperoni Pizza,Classic,M,12,1,12
5995,2015-04-11,16:19:00,The Barbecue Chicken Pizza,Chicken,L,20,1,20
5995,2015-04-11,16:19:00,The Four Cheese Pizza,Veggie,L,17,1,17
5995,2015-04-11,16:19:00,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,11,1,11
5995,2015-04-11,16:19:00,The Greek Pizza,Classic,XL,25,1,25
5996,2015-04-11,16:25:01,The Mexicana Pizza,Veggie,L,20,1,20
5996,2015-04-11,16:25:01,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,M,14,1,14
5996,2015-04-11,16:25:01,The Spinach Supreme Pizza,Supreme,S,12,1,12
5996,2015-04-11,16:25:01,The Greek Pizza,Classic,XL,25,1,25
5997,2015-04-11,16:29:38,The Pepperoni Pizza,Classic,M,12,1,12
5997,2015-04-11,16:29:38,The Prosciutto and Arugula Pizza,Supreme,M,16,1,16
5997,2015-04-11,16:29:38,The Spinach Pesto Pizza,Veggie,L,20,1,20
5997,2015-04-11,16:29:38,The Spinach and Feta Pizza,Veggie,S,12,1,12
5998,2015-04-11,16:31:58,The Chicken Alfredo Pizza,Chicken,M,16,1,16
5998,2015-04-11,16:31:58,The Mexicana Pizza,Veggie,L,20,1,20
5998,2015-04-11,16:31:58,The Greek Pizza,Classic,S,12,1,12
5999,2015-04-11,16:53:40,The Chicken Pesto Pizza,Chicken,L,20,1,20
5999,2015-04-11,16:53:40,The Soppressata Pizza,Supreme,S,12,1,12
5999,2015-04-11,16:53:40,The Spinach and Feta Pizza,Veggie,M,16,1,16
5999,2015-04-11,16:53:40,The Thai Chicken Pizza,Chicken,L,20,1,20
6000,2015-04-11,17:02:26,The Barbecue Chicken Pizza,Chicken,L,20,1,20
6000,2015-04-11,17:02:26,The Hawaiian Pizza,Classic,L,16,1,16
6000,2015-04-11,17:02:26,The Mexicana Pizza,Veggie,L,20,1,20
6001,2015-04-11,17:09:38,The Vegetables + Vegetables Pizza,Veggie,L,20,1,20
6002,2015-04-11,17:10:39,The Five Cheese Pizza,Veggie,L,18,1,18
6002,2015-04-11,17:10:39,The Spicy Italian Pizza,Supreme,L,20,1,20
6002,2015-04-11,17:10:39,The Thai Chicken Pizza,Chicken,L,20,1,20
6003,2015-04-11,17:19:57,The Barbecue Chicken Pizza,Chicken,L,20,2,40
6003,2015-04-11,17:19:57,The Big Meat Pizza,Classic,S,12,1,12
6003,2015-04-11,17:19:57,The Pepper Salami Pizza,Supreme,L,20,1,20
6004,2015-04-11,17:51:56,The Big Meat Pizza,Classic,S,12,1,12
6005,2015-04-11,18:05:07,The Barbecue Chicken Pizza,Chicken,S,12,1,12
6006,2015-04-11,18:13:26,The Barbecue Chicken Pizza,Chicken,M,16,1,16
6006,2015-04-11,18:13:26,The Pepper Salami Pizza,Supreme,S,12,1,12
6007,2015-04-11,18:25:17,The Soppressata Pizza,Supreme,S,12,1,12
6007,2015-04-11,18:25:17,The Thai Chicken Pizza,Chicken,L,20,1,20
6008,2015-04-11,18:31:11,The Barbecue Chicken Pizza,Chicken,L,20,1,20
6009,2015-04-11,18:40:00,The Southwest Chicken Pizza,Chicken,M,16,1,16
6010,2015-04-11,18:44:44,The Italian Vegetables Pizza,Veggie,M,16,1,16
6010,2015-04-11,18:44:44,The Spicy Italian Pizza,Supreme,L,20,1,20
6011,2015-04-11,18:48:21,The Spicy Italian Pizza,Supreme,S,12,1,12
6012,2015-04-11,18:57:27,The Five Cheese Pizza,Veggie,L,18,1,18
6013,2015-04-11,19:09:37,The Hawaiian Pizza,Classic,S,10,1,10
6013,2015-04-11,19:09:37,The Mediterranean Pizza,Veggie,L,20,1,20
6013,2015-04-11,19:09:37,The Spinach Pesto Pizza,Veggie,S,12,1,12
6013,2015-04-11,19:09:37,The Vegetables + Vegetables Pizza,Veggie,M,16,1,16
6014,2015-04-11,19:11:32,The Four Cheese Pizza,Veggie,L,17,1,17
6014,2015-04-11,19:11:32,The Pepperoni Pizza,Classic,M,12,1,12
6015,2015-04-11,19:12:57,The Five Cheese Pizza,Veggie,L,18,1,18
6015,2015-04-11,19:12:57,The Mediterranean Pizza,Veggie,S,12,1,12
6016,2015-04-11,19:38:31,The Italian Supreme Pizza,Supreme,M,16,1,16
6016,2015-04-11,19:38:31,The Prosciutto and Arugula Pizza,Supreme,S,12,1,12
6016,2015-04-11,19:38:31,The Soppressata Pizza,Supreme,L,20,1,20
6017,2015-04-11,19:48:39,The Barbecue Chicken Pizza,Chicken,M,16,1,16
6017,2015-04-11,19:48:39,The Hawaiian Pizza,Classic,L,16,1,16
6017,2015-04-11,19:48:39,The Prosciutto and Arugula Pizza,Supreme,L,20,1,20
6017,2015-04-11,19:48:39,The Greek Pizza,Classic,M,16,1,16
6018,2015-04-11,20:10:16,The Four Cheese Pizza,Veggie,L,17,1,17
6018,2015-04-11,20:10:16,The Italian Vegetables Pizza,Veggie,M,16,1,16
6018,2015-04-11,20:10:16,The Pepperoni Pizza,Classic,L,15,1,15
6018,2015-04-11,20:10:16,The Prosciutto and Arugula Pizza,Supreme,M,16,1,16
6019,2015-04-11,20:10:58,The Mexicana Pizza,Veggie,L,20,1,20
6020,2015-04-11,20:14:07,The Hawaiian Pizza,Classic,S,10,1,10
6020,2015-04-11,20:14:07,The Sicilian Pizza,Supreme,M,16,1,16
6021,2015-04-11,20:20:40,The Barbecue Chicken Pizza,Chicken,M,16,1,16
6021,2015-04-11,20:20:40,The Spicy Italian Pizza,Supreme,L,20,2,40
6021,2015-04-11,20:20:40,The Greek Pizza,Classic,M,16,1,16
6022,2015-04-11,20:42:22,The Vegetables + Vegetables Pizza,Veggie,S,12,1,12
6023,2015-04-11,20:48:57,The Hawaiian Pizza,Classic,S,10,1,10
6023,2015-04-11,20:48:57,The Italian Vegetables Pizza,Veggie,S,12,1,12
6023,2015-04-11,20:48:57,The Mexicana Pizza,Veggie,M,16,1,16
6023,2015-04-11,20:48:57,The Pepper Salami Pizza,Supreme,L,20,1,20
6024,2015-04-11,20:52:58,The Barbecue Chicken Pizza,Chicken,S,12,1,12
6024,2015-04-11,20:52:58,The Green Garden Pizza,Veggie,S,12,1,12
6024,2015-04-11,20:52:58,The Pepperoni Pizza,Classic,S,97,1,97
6025,2015-04-11,21:04:56,The Spicy Italian Pizza,Supreme,M,16,1,16
6025,2015-04-11,21:04:56,The Spinach Pesto Pizza,Veggie,M,16,1,16
6026,2015-04-11,21:26:27,The Barbecue Chicken Pizza,Chicken,S,12,1,12
6026,2015-04-11,21:26:27,The Italian Supreme Pizza,Supreme,M,16,1,16
6026,2015-04-11,21:26:27,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,11,1,11
6026,2015-04-11,21:26:27,The Soppressata Pizza,Supreme,S,12,1,12
6027,2015-04-11,21:26:33,The Thai Chicken Pizza,Chicken,M,16,2,32
6028,2015-04-11,21:40:13,The California Chicken Pizza,Chicken,M,16,1,16
6028,2015-04-11,21:40:13,The Hawaiian Pizza,Classic,S,10,1,10
6029,2015-04-11,21:40:38,The Classic Deluxe Pizza,Classic,M,16,1,16
6030,2015-04-11,21:54:53,The Italian Capocollo Pizza,Classic,M,16,1,16
6030,2015-04-11,21:54:53,The Southwest Chicken Pizza,Chicken,L,20,1,20
6030,2015-04-11,21:54:53,The Greek Pizza,Classic,M,16,1,16
6030,2015-04-11,21:54:53,The Greek Pizza,Classic,XL,25,1,25
6031,2015-04-11,22:07:54,The Pepperoni Pizza,Classic,L,15,1,15
6031,2015-04-11,22:07:54,The Thai Chicken Pizza,Chicken,L,20,1,20
6032,2015-04-11,22:43:36,The Napolitana Pizza,Classic,M,16,1,16
6032,2015-04-11,22:43:36,The Spinach Pesto Pizza,Veggie,S,12,1,12
6032,2015-04-11,22:43:36,The Vegetables + Vegetables Pizza,Veggie,M,16,1,16
6033,2015-04-11,22:44:27,The Calabrese Pizza,Supreme,M,16,1,16
6033,2015-04-11,22:44:27,The Italian Vegetables Pizza,Veggie,M,16,1,16
6033,2015-04-11,22:44:27,The Pepperoni Pizza,Classic,L,15,1,15
6033,2015-04-11,22:44:27,The Sicilian Pizza,Supreme,S,12,1,12
6034,2015-04-11,22:50:28,The California Chicken Pizza,Chicken,S,12,1,12
6034,2015-04-11,22:50:28,The Green Garden Pizza,Veggie,M,16,1,16
6034,2015-04-11,22:50:28,The Spinach and Feta Pizza,Veggie,M,16,1,16
6034,2015-04-11,22:50:28,The Vegetables + Vegetables Pizza,Veggie,M,16,1,16
6035,2015-04-12,11:35:56,The Sicilian Pizza,Supreme,S,12,1,12
6036,2015-04-12,11:40:25,The Chicken Pesto Pizza,Chicken,M,16,1,16
6037,2015-04-12,11:47:33,The Thai Chicken Pizza,Chicken,M,16,1,16
6038,2015-04-12,11:51:07,The Greek Pizza,Classic,XXL,35,1,35
6039,2015-04-12,11:58:58,The Greek Pizza,Classic,XL,25,1,25
6040,2015-04-12,12:02:01,The Classic Deluxe Pizza,Classic,S,12,1,12
6040,2015-04-12,12:02:01,The Hawaiian Pizza,Classic,S,10,1,10
6040,2015-04-12,12:02:01,The Italian Supreme Pizza,Supreme,M,16,1,16
6040,2015-04-12,12:02:01,The Spicy Italian Pizza,Supreme,L,20,1,20
6040,2015-04-12,12:02:01,The Spicy Italian Pizza,Supreme,M,16,1,16
6041,2015-04-12,12:09:18,The Barbecue Chicken Pizza,Chicken,M,16,1,16
6041,2015-04-12,12:09:18,The Four Cheese Pizza,Veggie,M,14,1,14
6042,2015-04-12,12:15:07,The Barbecue Chicken Pizza,Chicken,S,12,1,12
6042,2015-04-12,12:15:07,The Big Meat Pizza,Classic,S,12,1,12
6042,2015-04-12,12:15:07,The California Chicken Pizza,Chicken,M,16,2,32
6042,2015-04-12,12:15:07,The Five Cheese Pizza,Veggie,L,18,1,18
6042,2015-04-12,12:15:07,The Mexicana Pizza,Veggie,M,16,1,16
6042,2015-04-12,12:15:07,The Thai Chicken Pizza,Chicken,M,16,1,16
6042,2015-04-12,12:15:07,The Vegetables + Vegetables Pizza,Veggie,S,12,1,12
6043,2015-04-12,12:21:18,The Prosciutto and Arugula Pizza,Supreme,L,20,1,20
6044,2015-04-12,12:30:38,The Southwest Chicken Pizza,Chicken,L,20,1,20
6044,2015-04-12,12:30:38,The Spinach and Feta Pizza,Veggie,L,20,1,20
6045,2015-04-12,12:55:21,The Chicken Pesto Pizza,Chicken,L,20,1,20
6045,2015-04-12,12:55:21,The Prosciutto and Arugula Pizza,Supreme,L,20,1,20
6045,2015-04-12,12:55:21,The Southwest Chicken Pizza,Chicken,L,20,1,20
6045,2015-04-12,12:55:21,The Thai Chicken Pizza,Chicken,S,12,1,12
6046,2015-04-12,13:07:43,The Big Meat Pizza,Classic,S,12,1,12
6046,2015-04-12,13:07:43,The Calabrese Pizza,Supreme,M,16,1,16
6046,2015-04-12,13:07:43,The California Chicken Pizza,Chicken,L,20,1,20
6046,2015-04-12,13:07:43,The Chicken Alfredo Pizza,Chicken,M,16,1,16
6046,2015-04-12,13:07:43,The Chicken Pesto Pizza,Chicken,S,12,1,12
6046,2015-04-12,13:07:43,The Green Garden Pizza,Veggie,S,12,1,12
6047,2015-04-12,13:11:46,The Italian Supreme Pizza,Supreme,L,20,1,20
6048,2015-04-12,13:15:14,The Classic Deluxe Pizza,Classic,S,12,1,12
6049,2015-04-12,13:49:36,The Pepper Salami Pizza,Supreme,L,20,1,20
6050,2015-04-12,14:37:02,The Green Garden Pizza,Veggie,M,16,1,16
6051,2015-04-12,14:44:11,The Big Meat Pizza,Classic,S,12,1,12
6051,2015-04-12,14:44:11,The Chicken Alfredo Pizza,Chicken,M,16,1,16
6051,2015-04-12,14:44:11,The Napolitana Pizza,Classic,M,16,1,16
6051,2015-04-12,14:44:11,The Southwest Chicken Pizza,Chicken,L,20,1,20
6051,2015-04-12,14:44:11,The Spicy Italian Pizza,Supreme,L,20,1,20
6052,2015-04-12,14:48:07,The Classic Deluxe Pizza,Classic,M,16,1,16
6052,2015-04-12,14:48:07,The Italian Supreme Pizza,Supreme,M,16,1,16
6052,2015-04-12,14:48:07,The Pepperoni Pizza,Classic,S,97,1,97
6053,2015-04-12,15:02:56,The Spinach Supreme Pizza,Supreme,M,16,1,16
6054,2015-04-12,15:10:44,The Hawaiian Pizza,Classic,L,16,1,16
6055,2015-04-12,15:39:22,The Italian Capocollo Pizza,Classic,L,20,2,40
6056,2015-04-12,15:55:20,The Calabrese Pizza,Supreme,M,16,1,16
6057,2015-04-12,16:11:36,The Chicken Alfredo Pizza,Chicken,M,16,1,16
6058,2015-04-12,16:39:27,The Classic Deluxe Pizza,Classic,S,12,1,12
6058,2015-04-12,16:39:27,The Italian Vegetables Pizza,Veggie,S,12,1,12
6058,2015-04-12,16:39:27,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,11,1,11
6058,2015-04-12,16:39:27,The Spinach Supreme Pizza,Supreme,M,16,1,16
6059,2015-04-12,16:55:25,The Barbecue Chicken Pizza,Chicken,L,20,1,20
6059,2015-04-12,16:55:25,The Classic Deluxe Pizza,Classic,L,20,1,20
6059,2015-04-12,16:55:25,The Southwest Chicken Pizza,Chicken,M,16,1,16
6059,2015-04-12,16:55:25,The Southwest Chicken Pizza,Chicken,S,12,1,12
6060,2015-04-12,17:00:33,The Classic Deluxe Pizza,Classic,S,12,1,12
6061,2015-04-12,17:02:05,The Mexicana Pizza,Veggie,M,16,1,16
6061,2015-04-12,17:02:05,The Spinach and Feta Pizza,Veggie,L,20,1,20
6062,2015-04-12,17:15:21,The Barbecue Chicken Pizza,Chicken,M,16,1,16
6062,2015-04-12,17:15:21,The Hawaiian Pizza,Classic,S,10,1,10
6062,2015-04-12,17:15:21,The Pepperoni Pizza,Classic,M,12,1,12
6062,2015-04-12,17:15:21,The Spicy Italian Pizza,Supreme,L,20,1,20
6063,2015-04-12,17:21:30,The Classic Deluxe Pizza,Classic,L,20,1,20
6063,2015-04-12,17:21:30,The Green Garden Pizza,Veggie,S,12,1,12
6063,2015-04-12,17:21:30,The Hawaiian Pizza,Classic,M,13,1,13
6063,2015-04-12,17:21:30,The Spinach Supreme Pizza,Supreme,L,20,1,20
6064,2015-04-12,17:35:05,The Hawaiian Pizza,Classic,L,16,1,16
6064,2015-04-12,17:35:05,The Vegetables + Vegetables Pizza,Veggie,M,16,1,16
6065,2015-04-12,17:39:33,The Classic Deluxe Pizza,Classic,M,16,1,16
6065,2015-04-12,17:39:33,The Four Cheese Pizza,Veggie,L,17,1,17
6066,2015-04-12,17:45:01,The Classic Deluxe Pizza,Classic,S,12,1,12
6066,2015-04-12,17:45:01,The Mediterranean Pizza,Veggie,M,16,1,16
6066,2015-04-12,17:45:01,The Spicy Italian Pizza,Supreme,L,20,1,20
6067,2015-04-12,17:46:32,The Italian Capocollo Pizza,Classic,M,16,1,16
6067,2015-04-12,17:46:32,The Spinach and Feta Pizza,Veggie,S,12,1,12
6068,2015-04-12,17:55:24,The Hawaiian Pizza,Classic,L,16,1,16
6068,2015-04-12,17:55:24,The Pepperoni Pizza,Classic,M,12,1,12
6068,2015-04-12,17:55:24,The Southwest Chicken Pizza,Chicken,L,20,1,20
6069,2015-04-12,17:57:49,The California Chicken Pizza,Chicken,L,20,1,20
6070,2015-04-12,18:15:02,The Classic Deluxe Pizza,Classic,M,16,1,16
6071,2015-04-12,18:35:38,The Four Cheese Pizza,Veggie,L,17,1,17
6071,2015-04-12,18:35:38,The Vegetables + Vegetables Pizza,Veggie,S,12,1,12
6072,2015-04-12,18:43:51,The Pepperoni Pizza,Classic,S,97,2,194
6072,2015-04-12,18:43:51,The Pepper Salami Pizza,Supreme,L,20,1,20
6072,2015-04-12,18:43:51,The Soppressata Pizza,Supreme,L,20,1,20
6073,2015-04-12,18:58:29,The Classic Deluxe Pizza,Classic,M,16,1,16
6073,2015-04-12,18:58:29,The Spicy Italian Pizza,Supreme,M,16,1,16
6074,2015-04-12,19:07:03,The Four Cheese Pizza,Veggie,M,14,1,14
6074,2015-04-12,19:07:03,The Spinach and Feta Pizza,Veggie,S,12,1,12
6075,2015-04-12,19:25:43,The Five Cheese Pizza,Veggie,L,18,1,18
6075,2015-04-12,19:25:43,The Pepper Salami Pizza,Supreme,L,20,1,20
6076,2015-04-12,19:29:35,The Mexicana Pizza,Veggie,M,16,1,16
